,title,artist,album,album_image,BPM,Camelot,lyrics
472,Initials for Gainsbourg,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,114,4B,climbing up to your window the ladder of life it moves slow singing the melody that you taught me the apple you gave me rotten to the core and i do n't want your love but i want your love and i do n't want your love well we do n't know where we 're going but we know we got some money saved all our tear drops exploding and we 're riding a broken wave jane is waiting for initials for gainsbourg bonnie 's at the door and clydes ' in the back seat gangsters hold up the store with a love song now we 're going home initials for gainsbourg initials for gainsbourg initials for gainsbourg did you see that shooting star and it 's still only daylight all our dreams in the back of the car we do n't walk between raindrops but somehow we managed to stay alive we both know that the penny drops but we do n't know if we will survive and i do n't want your love but now i want your love and i do n't want your love well we do n't know where we 're going but we know we got some money saved all our tear drops exploding and we 're riding a broken wave jane is waiting for initials for gainsbourg bonnie 's waiting at the door and clydes ' in the back seat gangsters hold up the store with a love song now we 're going home initials for gainsbourg now we 're going home initials for gainsbourg now we 're going home initials for gainsbourg no one knows where we go initials for gainsbourg no one knows where we go initials for gainsbourg no one knows initials for gainsbourg now we 're going home initials for gainsbourg initials for gainsbourg initials for gainsbourg initials for gainsbourg
473,Pamela,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,135,10B,oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away and can you lend your ears about my mate pamela so naughty but she loves her fella one wink and a glint in the other one at night she only wears yves saint laurent watches black and white movies to get thin curls her hair just like marilyn oh what an enigmatic woman my gosh do some mothers have 'em oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away can you lend you ears for a man in trouble she tripped me up and now i see double i asked her what her life was missing and if she 'd like to go trout mask kissing she said go get high with the other ones i looked around lights on but no one home oh what an enigmatic woman my gosh do some mothers have them oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away you walked away earl grey and lemons in the morning by noon her nurse comes calling limousine with a stretcher in the back they strap her down when she has a panic attack i followed her down to the hospital no visitors allowed on a bicycle so i threw rocks up to the window i broke the glass so she could feel the wind blow oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away oh pamela what did you do you touched the ground and i fell in love with you oh pamela what did they say i reached for your hand but you turned and walked away walked away
474,Picture Frame,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,90,9B,"i did n't notice anything strange about the picture in your picture frame it was drawn of a fountain in your paris bought for a fiver most probably did n't mean a lot to me , a lot to me you tell me that you 'd never sell this that the artist himself was beneath this that life itself was within this and i look to the sky to worship the ground and you never asked for nothing at all even as the wolves clawed at your door and you do your best to fold me and unfold me again time will make fools of us all it 's time to find meaning or control every time we go out now you pretend pretend we 're not lovers just friends and it gets to me , gets to me you tell me the meaning of life is to be happy and to give up loss but you never lost something you loved but i turn around , how could i be angry at you when you never asked for nothing at all even as the wolves clawed at your door and you do your best to fold me and unfold me again never fold me again and it gets to me , gets to me tell me the meaning of life is to be happy and to give up loss you never lost something you loved and i turn around , how could i be angry at you when you never asked for nothing at all but you asked me to come in from the cold and to warm your bed as you fold me and unfold me again and you never asked for nothing at all"
475,Swing Low,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,173,9A,"i 've been lost , locked up and shot i 'm never gon na let them win , never going down again my soul colder than stone underdog chewing a bone i , i 've been waiting i , i 've been waiting swing low and i 'm bound , tied to the sound of the drum pushing me on come on show me where to go carry me home , swing low i , i 've been waiting i , i 've been waiting swing low so let 's go you and me , we got to go i follow you wherever you go i follow you wherever you want to go wherever you want to go i 've been lost , locked up and shot i 'm never gon na let them win , never going down again come on show me where to go carry me home , swing low"
476,Weight of the World,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,154,2B,did you come to see me fall did i disappoint you when i arose guess i thought that i could change you but i should never listen to my own advice give me a chance to reconcile with you i 'll change my plans and my designs too the universe was so often kind to me but i 'd like to let go of the weight of the world under my radar weight of the world under my radar weight of the world making plans without you feels like i 'm marching in the rain every man got his weakness i wan na show you that i can change give me a chance to reconcile with you i 'll change my plans and my designs too the universe was so often kind to me but i 'd like to let go of the weight of the world under my radar weight of the world under my radar weight of the world under my radar just trying to get some air under my radar just trying to get through you 're under my radar i still hear you sing yeah still hear you sing i still hear you sing weight of the world under my radar weight of the world under my radar weight of the world under my radar weight of the world under my radar weight of the world
477,No Pressure,The Kooks,Let's Go Sunshine,https://i.scdn.co/image/ab67616d0000485101221846ad1a1fd69ec28b56,91,8B,"fell in love with the summer but i 'm just blowing in the wind fell in love with the darkness the truth is hanging in the night hanging in the night , oh oh we 're just having a good time , honey no need to apply no pressure we 're just having a good time darling , you give me shelter from the noise that drowns out the love and i want to discover all the things that make you come alive all the things that make you come alive , oh oh we 're just having a good time , honey no need to apply no pressure we 're just having a good time , honey no need to apply no pressure we 're just having a good time , oh oh the truth is hanging in the night , oh oh we 're just having a good time , honey no need to apply no pressure we 're just having a good time , honey no need to apply no pressure we 're just having such a good time , oh oh we 're just having a good time , honey no need to apply no pressure we 're just having a good time , honey no need to apply no pressure we 're just having such a good time , oh oh we 're having a good time , honey no need to apply no pressure we 're just having a good time , honey no need to apply no pressure we 're just having a good time , honey no need to apply no pressure we 're just having a good time"
478,Connection,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,120,10B,"i do n't have time and it 's friday night been sleeping with two eyes open looking for you , for you the kind of girl who wo n't apologize something cool in her oceans washes over you , over you and i 'm just trying to catch her eyes her blue jeans do n't fit quite right , she smiles yeah she smiles i do n't know how i do n't know why i 'm just trying to make a connection to the left to the right i 'm just trying to make a connection and in your eyes a silhouette i 'm just trying to make a connection i 'm not a man to walk away i 'm not a man to walk away from a connection the morning sun caresses her skin my mouth is dry as gordon 's gin but i feel alive , feel alive she said , i do n't believe in love at first sight but you can take me home if it feels alright oh baby , oh baby i said you drink as fast as hemingway but you still know all the right words to say oh baby , pretty baby i do n't know how i do n't know why i 'm just trying to make a connection to the left to the right i 'm just trying to make a connection and in your eyes a silhouette i 'm just trying to make a connection i 'm not a man to walk away i 'm not a man to walk away from a connection connection , connection connection , connection i 'm not a man to walk away from a connection connection , connection connection , connection you always felt so out of place as the light hits your face and the dust falls from your eyes you said you never want to say goodbye we took a cab to the white light you said you do n't want to end the night and i said , i 'm not a man i 'm not a man to walk away from a connection i do n't know how i do n't know why connection , connection i 'm just trying to make a connection to the left to the right connection , connection i 'm just trying to make a connection and in your eyes a silhouette connection , connection i 'm just trying to make a connection i 'm not a man to walk away connection , connection i 'm not a man to walk away from a connection connection , connection connection , connection i 'm not a man to walk away from a connection"
479,Cold Heart,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,85,5A,"drinking cherry cola like it 's going out of fashion you buy your own things while you make your own decisions you do n't care what anyone thinks , let them hang on their own rope so shake that money maker , yeah you ai n't no highclass faker you know money is just an invention to worry and time is a piece you ca n't keep how do you turn me down then you say i 'm just not good enough you 've got a cold heart yeah , you got a cold heart baby tonight what are you tryna tear apart i 'm just tryna reach you out in the night you are my connection i witness all the things that you do i see you in my reflection i 'm in the waiting room of your heart you leave me in a state of euphoric tone time ai n't gon na heal my bones you 've got a cold heart yeah , you got a cold heart baby tonight what are you tryna tear apart i 'm just tryna reach you out in the night you got walls up to the ceiling you do n't know what you feeling have you seen too much through those beautiful eyes i 'm gon na reach your cold heart i 'm gon na reach your cold heart out in the night i know what i know i got a cold heart too do n't you see , yeah just like me we pumping airwaves through the world through the world through the world i know what i know i got a cold heart too you 've got a cold heart yeah , you got a cold heart baby tonight what are you tryna tear apart i 'm just tryna reach you out in the night you got walls up to the ceiling you do n't know what you feeling have you seen too much through those beautiful eyes i 'm gon na reach your cold heart i 'm gon na reach your cold heart out in the night"
480,Jesse James,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,118,8A,"jesse james got it all wrong it 's not about the swan song you got ta live like the day will never end you got ta live and never pretend genghis kahn was not the only one to try and rule the world from his home phone that 's no way to be a real guy she tries to tell me all the time and as the music plays we 're flying through the air living without a care city sunset , city , city sunset we 're flying through the air 'cause everything is gon na be all right 'cause everything is gon na be all right and i do n't care where i came from a lucky nail with my name on i coulda been something special , something brighter at least i know , i know i 'm a fighter dharma bums still getting high and city boys always wondering why two lovers on the outside if you got love you do n't have to hide and as the music plays we 're flying through the air living without a care city sunset , city , city sunset we 're flying through the air 'cause everything is gon na be all right 'cause everything is gon na be all right 'cause everything is gon na be all right"
481,Closer,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,134,10A,"walking in london like i did as a child i feel the cool air on the back of my neck i am passing through the neighbourhood where i grew up it does n't feel like it used to does n't feel like it used to did i try to control you yeah , i get lost in my own world so i go through all the words i ever said and it feels like the world is crashing down let 's light up the city yeah , the buildings ai n't so pretty let 's have the time of our lives we 've never been closer than we 've never been closer than now closer than we ever dreamed of we 've never been closer than now these are the days of excess you want the moon 'cause it 's been calling you so let 's light up the city the buildings ai n't so pretty and we 're having the time of our lives we 've never been closer than we 've never been closer than now closer than we ever dreamed of we 've never been closer than now we 've never been closer than we 've never been closer than now closer than we ever dreamed of we 've never been closer than now walking through london like i did as a child yeah , the spotlight ca n't keep up with us no more i feel the cool air on the back of my neck yeah , it 's you that can turn this world around"
482,Sailing on a Dream,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,196,8B,"you do n't understand my point of view that 's okay , you 've got your version of the truth obsessed with humble poets and pointed shoes crying out your tears into tangerines climbing down your necklace to your lips try to understand i 'm sailing on a dream bursting at the seams and you do n't have to hide away come out and see the day i 'm sailing on a dream in my dreams i 'm flying through arabian skies crossing purple rivers to hidden goldmines try to undertsand i 'm sailing on a dream bursting at the seams and you do n't have to hide away come out and see the day i 'm sailing on a dream dream dream , dream , dream ... sailing let me go and you do n't have to hide away come out and see the day i 'm sailing on a dream i 'm sailing on a dream , yeah"
483,Beautiful World,"The Kooks, Milky Chance",10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,104,8B,"do n't you know i got all i need guaranteed to make you feel better see empty streets and blue blue skies i 'm climbing high , i better cut the tether echo in the dark lightning in my heart welcome to the world it 's an echo in the dark and lightning in my heart welcome to the world it 's such a fucked up world but i 'm glad we 're living in it such a beautiful world i 'm glad we 're living in it i 'm glad we 're living in it i know it 's crazy are we ever gon na shine do n't know , but maybe there will be the time this sudden moment we make it better it 's only now , but it will last forever echo in the dark lightning in my heart welcome to the world it 's such a fucked up world but i 'm glad we 're living in it such a beautiful world i 'm glad we 're living in it i 'm glad we 're living in it it 's such a fucked up world but i 'm glad we 're living in it it 's such a beautiful world i 'm glad we 're living in it i 'm glad we 're living in it i 'm glad we 're living in it"
484,Modern Days,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,102,11B,"something 's telling me i got to turn away from the life i had i should n't hesitate walk like an animal into the world of glass seems so fragile yeah , nothing was built to last all the lovers you had all the lives that you led mean nothing it 's trickling down and i ca n't hear a sound they make in the modern days we live for these modern days oh babe we live for these modern days in the modern days we live for these modern days oh babe we live for these modern days we live for these modern days oh babe we live for these modern days this is bigger than the fear of atom bombs the truth is on sale at your local restaurant the time for selling out has been and gone and died music lover in a whirlwind , not your time afraid of the shadows i send i know i got to get up to the ceiling again in the modern days put me out of my misery now i wo n't slip away but i know what i want you to say and the atoms in my heart all pray together i 'll hold you forever in the modern days we live for these modern days oh babe we live for these modern days in the modern days we live for these modern days oh babe we live for these modern days in the modern days we live for these modern days oh babe we live for these modern days in the modern days we live for these modern days oh babe we live for these modern days way up in my room telling all my secrets in the modern days in the modern days we live for these modern days oh babe we live for these modern days in the modern days we live for these modern days oh babe we live for these modern days"
485,Oasis,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,94,1A,"you make me see things i never thought were possible i feel free , i feel so irresponsible dancing in the mirror , look at what a state i 'm in how can i be the one to take you home because you make this place feel like an oasis yeah , you put the smile on all of these faces sitting in a daze , i never felt comfortable i 'm insecure , but you make it achievable close the door , walking up the walls fall into my eyes only you can get me through the night because you make this place feel like an oasis yeah , you put the smile on all of these faces yeah , you put the smile on all of the , all of these , all of these faces yeah , you put the smile on all of the , all of these , all of these faces"
486,25,The Kooks,10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,110,3B,"a fetish rosey cheeked is left alone there is no justice yeah we know this from when we 're young the smoke dances in the mirror out of the gun and she lost her sadness in the madness she has to run oh it hurts to say goodbye just when i learned not to make you cry life passes by in the blink of an eye you know to me , girl , we 'll always be 25 these tears will dry these tears will dry but it still hurts to say goodbye she does n't notice as the disguises enter the room the look of the the flower the casual killer lights up the gloom oh it hurts to say goodbye just when i learned not to make you cry life passes by in the blink of an eye you know to me , girl , we 'll always be 25 these tears will dry these tears will dry but it still hurts to say goodbye i just need more i just need more , i just need more time i just need more i just need more , i just need more time oh it hurts to say goodbye just when i learned not to make you cry life passes by in the blink of an eye you know to me , girl , we 'll always be 25 these tears will dry these tears will dry but it still hurts to say goodbye i just need more i just need more , i just need more time i just need more i just need more , i just need more time"
487,Without a Doubt,"The Kooks, NEIKED",10 Tracks to Echo in the Dark,https://i.scdn.co/image/ab67616d00004851f7b7d8cd000c856fe4b4398e,109,6A,i was thinking of leaving i was thinking of being someone else for a change i was feeling bitter there was always someone else to blame but it 's you that i come to when everything is falling apart without a doubt you 're the best thing in my life without a doubt you 're the only thing keeping me right i know i can lean on you i know i can lean my head on your shoulder i feel so incomplete can i get a little bit closer 'cause it 's you that i come to when everything is falling apart without a doubt you 're the best thing in my life without a doubt you 're the only thing keeping me right without a doubt you 're the best thing in my life without a doubt you 're the only one keeping me right
488,Back In Love City,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,89,5B,"saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city now we 're back in love city it 's written in the stars and our cars have all been keyed if you do n't speak the language , it 's impossible to read our destiny is waiting and our fate is on the phone saying , do n't forget your papers for the satisfaction zone '' ca n't find the truth if you do n't know where it grows it 's as rare as real pleasure , in celebrities it shows there are things i never told you 'cause i have n't got the guts but i hope that does n't matter we 're ready now , we 're ready now the world knows i 'm in love with you we 're ready now , oh we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love so we 're saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city i drink to drown my sorrows but they always learn to swim thank you very much , yes , i am a little thin when i exorcise my demons i just take 'em to the gym but i hope it does n't matter seven years sober , could n't give you up for lent so i never even questioned if your cookies had consent i acted on an urge , now i sit here and lament but i hoped it would n't matter we 're ready now , we 're ready now the world knows i 'm in love with you we 're ready now , oh we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love so we 're saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love 'cause we spent it all on you we ca n't buy love so we 're saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city saving up , now we 're back in love city"
489,Alone Star,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,134,4A,"whenever you break your silence smash it into pieces death is softly spoken but i 'm broken , i 'm broken when every truth is loaded and some of it sugarcoated if ever i seem too trusting i 'm adjusting , i 'm adjusting i should 've known you never really wanted to be on your own i should 've known you are not alone you 're not alone you 're not alone you 're not alone you are not alone you are not alone whenever i sound dramatic or just a little foolish i do myself a disservice i 'm just nervous , i 'm nervous well , something to believe in like my own religion on the endless morning after you leaving , you leaving i should 've known you never really wanted to be on your own i should 've known you are not alone you 're not alone you 're not alone you 're not alone you are not alone i should 've known you never really wanted to be on your own i should 've known you are not alone you 're not alone you 're not alone you 're not alone you are not alone"
490,Headphones Baby,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,91,4B,"i wan na live inside your headphones , baby i wan na live inside a world wherever you are i wan na live inside your headphones , baby headphones baby , headphones baby , headphones baby we 're melancholic and hyperbolic assimilated , but not related the morning hit me like a violent crime would i cried for help and all my time just stood there i want attention on one dimension just do the moonwalk right out of small talk i ca n't apologize with no thesaurus why go for beers when those people bore us i wan na live inside your headphones , baby i wan na live inside a world wherever you are i wan na live inside your headphones , baby headphones baby , headphones baby i wan na live inside your head , yeah , yeah , yeah headphones baby , headphones baby and i wan na die together like we 're movie stars strung out on the bed over the handlebars and they 'll bury us in leather at hollywood forever do n't you wan na die together do n't you wan na die together we 're fatalistic and so artistic americana , loved by nirvana i fought for glory , but my friends restrained me it 's not my fault , it 's what my parents made me i wan na live inside your headphones , baby i wan na live inside a world wherever you are i wan na live inside your , yeah , yeah , yeah and i wan na die together like we 're movie stars strung out on the bed over the handlebars and they 'll bury us in leather at hollywood forever do n't you wan na die together do n't you wan na die together it 's good to see ya , i really mean it want complications or compilations ca n't pop the question if you 're live on reddit until your father 's back in carbon credit i wan na live inside your headphones , baby i wan na live inside a world wherever you are i wan na live inside your headphones , baby yeah , yeah , yeah headphones baby , headphones baby i wan na live inside your head , yeah , yeah , yeah headphones baby , headphones baby and i wan na die together like we 're movie stars strung out on the bed over the handlebars and they 'll bury us in leather in hollywood forever do n't you wan na die together do n't you wan na die together oh , i wan na die together , your forever man wan na be immortal , baby , that 's my jam we can blame it on the pressure and i 'll have you forever do n't you wan na die together do n't you wan na die together"
491,Wanderlust,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,130,6B,"open your borders and give me my orders i can slip into violence or fall into silence and pretend you 're a nation an endless vacation i 'm your motel militia gelato vanilla and i thought i could earn your trust but ca n't , ca n't stop a wanderlust but i 'm glad i 'm your guy help me build a great big concrete wall around my failings doubt keeps creeping in , i think it 's slipping through the railings sometimes i get so low that my friends say i 've gone caving but when it 's just the two of us , i feel fucking amazing i get so nervous when i 'm on your surface i go deep in your language the meat in your sandwich but i feel like burrata and less like sinatra alexa , a sonata prepare me to martyr oh , i thought i would die for you but now i 've got to join the queue help me build a great big concrete wall around my failings doubt keeps creeping in , i think it 's slipping through the railings sometimes i get so low that my friends say i 've gone caving but when it 's just the two of us , i feel fucking amazing help me build a great big concrete wall around my failings doubt keeps creeping in , i think it 's slipping through the railings sometimes i get so low that my friends say i 've gone caving but when it 's just the two of us , i feel fucking amazing help me build a great big concrete wall around my failings doubt keeps creeping in , i think it 's slipping through the railings sometimes i get so low that my friends say i 've gone caving but when it 's just the two of us , i feel fucking amazing"
492,Paranormal Romance,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,136,11B,"i tried to reason with the man in me but he was out of town , no keys and so i 'm locked outside the ark of time and now the future 's here , i 'm nobody i wan na live superlative should you and i get out of this universe it 's evident you 're revenant i wan na make it last forever i just want somebody i just want somebody to love i 'm in the void i 'm humanoid i just wan na be your boy and i wan na feel like hercules damn , i wish i had the energy of conan the adventurer so spiritual , never ill and i wish i was a vampire shooting pool with you in hellfire or your phantom of the opera like a ghost , want a dose of paranormal romance you pull apart my human heart mythology should get a medical officer your anagrams and holograms i know that i will never understand you i just want somebody i just want somebody to love i 'm in the void i 'm humanoid i just wan na be your boy and i wan na feel like hercules damn , i wish i had the energy of conan the adventurer so spiritual , never ill and i wish i was a vampire shooting pool with you in hellfire or your phantom of the opera like a ghost , want a dose of paranormal romance and i wan na feel like hercules damn , i wish i had the energy of conan the adventurer so spiritual , never ill and i wish i was a vampire shooting pool with you in hellfire or your phantom of the opera like a ghost , want a dose of paranormal romance like a ghost , want a dose of paranormal romance"
493,El Paso,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,154,8A,"go get your space , man , you do n't want an alien reading your mail again , lifting the veil again feelings are gated , but came highly rated 'cause you take bad news like you 're shooting up heroin so why do n't you feel very well yeah , why do n't you feel very well oh , why do n't you feel very well how can you say that we 're okay , baby who wants to live like this i ca n't relax between the cracks , baby who wants to live like this ca n't live like this , ca n't live like this who wants to live like this ca n't live like this , ca n't live like this who wants to live like this we 're good news junkies , so play that shit funky and give us some more isms , fouronthefloorism we come from the heartland and do n't even start , man the land of enlightened , we 're all so damn frightened that 's why why you do n't feel very well why do n't you feel very well yeah , why do n't you feel very well how can you say that we 're okay , baby who wants to live like this i ca n't relax between the cracks , baby who wants to live like this ca n't live like this , ca n't live like this who wants to live like this ca n't live like this , ca n't live like this who wants to live like this you 'll see me in the morning on a nylon string guitar tryna pick a sad song in the corner of the bar concrete feelings , the weight of caviar the sistine ceiling is coming down on us all how can you say that we 're okay , baby who wants to live like this i ca n't relax between the cracks , baby who wants to live like this ca n't live like this , ca n't live like this who wants to live like this ca n't live like this , ca n't live like this who wants to live like this"
494,Jump Off The Top,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,112,12A,"let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top she said verbatim , do n't you fucking hate 'em '' i said , i guess so . what you gon na do though do n't you ever feel like we 're the last people on earth '' i wanted danger , yes , i wanted change , yeah you 're not even trying and why you scared of dying when you can shut your eyes you wo n't know that we 're falling out let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's do a headstand , do it in the quicksand for the conversation and the stimulation you can hear me out and i can stop being a jerk last year was hardcore , put us in a hot war after more rejection and on more reflection maybe i got cold but that could serve us better in hell let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top why not pick a hand and you can feel your head go oohoohooh and when we hit the bottom then you will understand it ai n't a lot to drop let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's jump off the top let 's jump off the top let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's jump off the top let 's jump off the top let 's jump off the top let 's jump off the top i feel like a rock , a rock , a rock so let 's jump off the top let 's jump off the top"
495,XCT,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,172,5B,"there 's a rumour going 'round that i 'm empty but only 'cause i did n't fit in xct they all hate , hate me so why you wan na go to xct it took all my life to meet you if i push any more buttons i 'll delete you and you 'll go out like the light does and you wo n't come back 'til morning , yawning the people here are talking say you 're handing in your notice and you 're walking but if it 's really over hang on while i gather some composure , closure might look like i 'm losing , but i 'm never losing you might look like i 'm losing , but i 'm never losing you there 's a rumour going 'round that i 'm empty but only 'cause i did n't fit in xct they all hate , hate me so why you wan na go to xct i 'm the nme in xct i 'm the nme in xct we can move out to the mountains ocean view with chocolate fountain or we can live down tempo if you tell me that you wan na take it slower , lower there 's a rumour going 'round that i 'm empty but only 'cause i did n't fit in xct they all hate , hate me so why you wan na go to xct i 'm the nme in xct i 'm the nme in xct ca n't believe you 're gon na turn your back on me ca n't believe you 're gon na turn your back on me ca n't believe you 're gon na turn your back on me are you really gon na turn your back on me there 's a rumour going 'round that i 'm empty but only 'cause i did n't fit in xct they all hate , hate me so why you wan na go to xct there 's a rumour going 'round that you 're leaving i hope in reality it 's t.b.c . i do n't know what i 'm gon na do without you so why you wan na go to xct i 'm the nme in xct i 'm the nme in xct i 'm the nme in xct i 'm the nme in xct"
496,Bandit,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,174,3A,"let 's stop seeing other people want to be your favourite beatle let me crawl down your halls hijack my decisions for me free my mind and take the glory i do n't care , just watch the hair ooh , if i 'm falling out of favour ooh , will you tell me how to stop you 're acting so cold , acting so cold just like you planned it planned it and now you 're holding up my heart holding up my heart like you 're a bandit bandit , bandit , bandit name a more iconic duo waited all my life for you so i 'll go first or die of thirst call me when my table 's ready cut me off like john paul getty make me hurt and no dessert ooh now my mood 's on a recliner and i ca n't get it to stop you 're acting so cold , acting so cold just like you planned it planned it and now you 're holding up my heart holding up my heart like you 're a bandit bandit , bandit , bandit ooh ooh you 're acting so cold , acting so cold just like you planned it planned it and now you 're holding up my heart holding up my heart like you 're a bandit bandit , bandit , bandit ooh ooh"
497,Peoples' Republic of Desire,The Vaccines,Back In Love City,https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0,116,8A,"dancing on my own since you cut us in half moving 'round my mind like you 're choreographed watching you relaxing at the end of the bed wishing you 'd relax going 'round in my head when you 're really gone then there 'll be nothing to start no planet big enough to fill the space in my heart do n't pull us apart , do n't pull us apart , do n't pull us apart only know the moon 'cause i grew up with his sun no one there was happy but they 're all having fun sometimes think the world is only turning on me knew right as i said it that you would n't agree kill the negativity with candles and sage work in perfect harmony for minimum wage make peace with my rage , make peace with my rage , make peace with my rage take a vow of devotion and invade my emotion yeah yeah yeah yeah we 're guns for hire in the people 's republic of desire so hot we start fires in the people 's republic of desire leading suppliers to the people 's republic of desire we 're frequent flyers to the people 's republic , the people 's republic went to bed with fear in its very long arms tried to fall asleep , felt like a fire alarm do n't call it a comeback and do n't call it a crush life can be amazing but it 's nothing on us someone call a doctor , i do n't feel very well and there 's no point in love if you 've got no one to tell i 'm ringing my bell , i 'm ringing my bell , i 'm ringing my bell never gave the joke my permission to land thought that it was fresh but all the laughter was canned humour does n't travel but it might need a break the jokes are getting older , let 's just get 'em a cake look into the future and there 's nobody there no one that can tell me that my life is unfair or answer my prayer , or answer my prayer , or answer my prayer take a vow of devotion and invade my emotion yeah yeah yeah yeah we 're guns for hire in the people 's republic of desire so hot we start fires in the people 's republic of desire leading suppliers to the people 's republic of desire we 're frequent flyers to the people 's republic , the people 's republic we 're guns for hire in the people 's republic of desire so hot we start fires in the people 's republic of desire leading suppliers to the people 's republic of desire we 're frequent flyers to the people 's republic , the people 's republic take a vow of devotion and invade my emotion yeah yeah yeah yeah"
